type,properties/PCODE,properties/PNAME,properties/DCODE,properties/DNAME,properties/CCODE,properties/CNAME,properties/VCODE,properties/VNAME,properties/ODCODE,properties/ODNAME,properties/FACILITCOD,properties/FACILITNAM,properties/COVERNAME,geometry/type,geometry/coordinates/0,geometry/coordinates/1,properties/PNAME_km,properties/VNAME_km,properties/FACILITNAM_km
Feature,2,Battambang,208,Sangkae,20809.0,Ou Dambang Pir,2080906.0,Tuol Lvieng,205,Sangkae,20506,Ou Dambang II,"Ou Dambang Pir, Commune, 6 Vill",Point,311905.87572514405,1441511.506969183,,,
Feature,22,Oddar Meanchey,2201,Anglong Vaeng,220104.0,Trapeang Prei,22010402.0,Toul Sala,2201,Samraong,220110,Trapaing Prei,23 Villages,Point,402746.9520992249,1580004.4049979702,,,
Feature,22,Oddar Meanchey,2202,Banteay Ampil,220201.0,Ampil,22020102.0,Ampil Chas,2201,Samraong,220106,Ampil,2 communes (27 villages),Point,297825.01025387854,1574795.4847863645,,,
Feature,22,Oddar Meanchey,2202,Banteay Ampil,220203.0,Kouk Khpos,22020301.0,Kouk Khpos,2201,Samraong,220108,Kouk Khpos,2 communes (22 villages),Point,319945.99718664458,1574751.4641472334,,,
Feature,22,Oddar Meanchey,2202,Banteay Ampil,220204.0,Kouk Mon,22020403.0,Kouk Mon,2201,Samraong,220107,Kouk Mon,"Kouk Khpos, Kouk Mon communes (28 villages)",Point,315397.99237655458,1566497.4729874297,,,
Feature,22,Oddar Meanchey,2203,Chong Kal,220302.0,Chong Kal,22030202.0,Kouk Voat,2201,Samraong,220105,Chong Kal,4 communes (28 villages),Point,345964.95793097193,1542972.4591492298,,,
Feature,22,Oddar Meanchey,2204,Samraong,220402.0,Bos Sbov,22040201.0,Bosbov,2201,Samraong,220104,Bos Sbov,"Bos Sbov, Krasang communes (11 villages)",Point,336578.97828657657,1563271.4566679779,,,
Feature,22,Oddar Meanchey,2204,Samraong,220403.0,Kriel,22040301.0,Khtum,2201,Samraong,220103,Kaun Kriel,Kaun Kriel commune (18 villages),Point,345989.98240358074,1575225.442611553,,,
Feature,22,Oddar Meanchey,2204,Samraong,220404.0,Samraong,22040404.0,Chhuk,2201,Samraong,220102,Samraong,,Point,340098.98101909144,1569093.4506766072,,,
Feature,22,Oddar Meanchey,2204,Samraong,220405.0,Ou Smach,22040504.0,Kiri Mongkol,2201,Samraong,220112,Ou Smach,2 comm(Ou Smach and middle of Kon Kriel Commune),Point,359476.98756263801,1594142.4209128807,,,
Feature,22,Oddar Meanchey,2205,Trapang Prasat,220506.0,Trapeang Prasat,22050607.0,Trapeang Prasat,2201,Samraong,220111,Trapeang Prasat,"6 com(Tamnub, Preah Pralay, Trapeang Prasat, Ph'av, Bakanlung, Ou Svay)",Point,430580.93213303416,1569633.3996375962,,,
Feature,2,Battambang,208,Sangkae,20810.0,Voat Ta Muem,2081005.0,Sla Kram,205,Sangkae,20503,Voat Ta Muem,"Voat Ta Muem,Commune, 6 Vill",Point,305003.87558642519,1441938.513823054,,,
Feature,2,Battambang,204,Bavel,20401.0,Bavel,2040103.0,Tumnob Tuek,201,Thmar Koul,20111,Bavel I,"Bavel, Commune, 10 Vill",Point,269126.90136694338,1465828.5530517045,,,
Feature,2,Battambang,204,Bavel,20401.0,Bavel,2040113.0,Prey Totueng Muoy,201,Thmar Koul,20112,Bavel II,"Bavel, Commune, 9 Vill",Point,269342.90339681378,1467557.5526670832,,,
Feature,2,Battambang,209,Sam Lot,20903.0,Ou Samrel,2090302.0,Ou Samrel Kraom,204,Bat Dambang,20421,Chamlang Kouy,"Meanchey, Ou Samriel, Commun, 12 Vill",Point,270599.83060003945,1406383.5462877918,,,
Feature,2,Battambang,209,Sam Lot,20902.0,Kampong Lpov,2090201.0,Svay Chrum,204,Bat Dambang,20423,Kampong Lpov,"Kampong Sdao, Commune, 9 Vill",Point,267539.80721770518,1387898.544666274,,,
Feature,2,Battambang,209,Sam Lot,20905.0,Samlout,2090502.0,Chhak Roka,204,Bat Dambang,20420,Sam Lot,"Soung, Samlout Commune, 12 Vill",Point,254426.80638199506,1390745.5621155591,,,
Feature,2,Battambang,204,Bavel,20405.0,Ampil Pram Daeum,2040507.0,Doung,201,Thmar Koul,20114,Ampil Pram Daeum,"Ampil Pram Daeum, Commune, 8 Vill",Point,258478.90333751132,1466909.5658323672,,,
Feature,13,Preah Vihear,1301,Chey Saen,130101.0,S'ang,13010101.0,S'ang,1301,Preah Vihear,130103,Saang,Villages,Point,527685.88811600523,1509761.4133483155,,,
Feature,13,Preah Vihear,1302,Chhaeb,130201.0,Chhaeb Muoy,13020101.0,Chhaeb Lech,1301,Preah Vihear,130102,Chhaeb,Villages,Point,543527.88149043918,1522361.4127606181,,,
Feature,2,Battambang,204,Bavel,20406.0,Kdol,2040603.0,San,201,Thmar Koul,20113,Kdol Ta Hen,"Kdol, Commune, 12 Vill",Point,264300.89604649047,1461193.559093267,,,
Feature,2,Battambang,209,Sam Lot,20907.0,Ta Sanh,2090701.0,Ou Snguot,204,Bat Dambang,20422,Ta Sanh,"Ta Sanh, Ta khaok, Commune, 16 Vill",Point,267819.81868044904,1397183.5472238315,,,
Feature,13,Preah Vihear,1303,Choam Khsant,130301.0,Choam Ksant,13030101.0,Choam Khsant,1301,Preah Vihear,130111,Choam Ksant,"Chaom Khsant, Tuek Kraham, Pring Thum, Rumdaoh Srae.Communes",Point,493428.89843251539,1572146.3866769115,,,
Feature,13,Preah Vihear,1303,Choam Khsant,130306.0,Kantuot,13030602.0,Sraaem,1301,Preah Vihear,130112,Sraaem,"Kantout, Yeang.Communes",Point,469853.91184941772,1575246.3870111124,,,
Feature,13,Preah Vihear,1304,Kuleaen,130401.0,Kuleaen Tboung,13040101.0,Kuleaeng Tboung,1301,Preah Vihear,130109,Kou Len,"Kuleaen, Village",Point,466997.90575544798,1528004.408781592,,,
Feature,13,Preah Vihear,1304,Kuleaen,130405.0,Phnum Tbaeng Pir,13040501.0,Chhuk,1301,Preah Vihear,130110,Boribo,"Chhuk, Boribour, Kdak, Sralay, Kbal Khla, Samlaagn.Villages",Point,474894.90193368361,1518393.410623322,,,
Feature,13,Preah Vihear,1305,Rovieng,130501.0,Robieb,13050104.0,Bak Kdaong,1301,Preah Vihear,130105,Ro Vieng,Villages,Point,512245.89383067307,1477997.4168505459,,,
Feature,13,Preah Vihear,1305,Rovieng,130512.0,Romoniy,13051204.0,Phnum Daek,1301,Preah Vihear,130106,Phnom Dek,"Romoniy, Romtom, Rumdaoh.Communes",Point,499777.89482667705,1471552.416843676,,,
Feature,13,Preah Vihear,1306,Sangkom Thmei,130601.0,Chamraeun,13060102.0,Tbaeng,1301,Preah Vihear,130108,Chamraeun,"Chamraeun, Ro'ang, Sdau, Ronak Ser, Communes",Point,489104.89698127954,1501473.413459253,,,
Feature,13,Preah Vihear,1307,Tbaeng Mean Chey,130702.0,Pal Hal,13070208.0,Aekakpheap,1301,Preah Vihear,130113,Tbaeng Mean chey,Communes,Point,495003.89644194115,1526672.406622224,,,
Feature,14,Prey Veng,1401,Ba Phnum,140105.0,Roung Damrei,14010501.0,Kdei Doung,1404,Neak Loeung,140418,Roung Damrei,"Roung Damrei,Reak Chey Commune",Point,543239.94421581377,1248161.3003003793,,,
Feature,14,Prey Veng,1401,Ba Phnum,140106.0,Sdau Kaong,14010603.0,Siem,1404,Neak Loeung,140414,Sdau Kaung,"Sdau Kaung,Chey Kach,Commune",Point,550153.95377802767,1242120.2950559,,,
Feature,14,Prey Veng,1401,Ba Phnum,140107.0,Spueu Ka,14010703.0,Svay Pok,1404,Neak Loeung,140415,Speu Ka,"Spueu Ka,Chey Kach,Commune",Point,548137.95037176483,1246011.2990678044,,,
Feature,14,Prey Veng,1401,Ba Phnum,140108.0,Spueu Kha,14010802.0,Chan Ra Ka,1404,Neak Loeung,140416,Speu Kha,"Spueu Kha,Sdau Koung,Commune",Point,555863.95982976817,1244173.2991749423,,,
Feature,14,Prey Veng,1401,Ba Phnum,140109.0,Theay,14010910.0,Kampong Snae,1407,Prey Veng,140712,Theay,Theay Commune,Point,543093.94173758768,1257828.3111370567,,,
Feature,14,Prey Veng,1402,Kamchay Mear,140201.0,Cheach,14020102.0,Tuol Sangkae Bandaoy,1401,Kamchay Mear,140106,Cheach,Cheach Commune,Point,574590.96249273047,1290363.354129679,,,
Feature,14,Prey Veng,1402,Kamchay Mear,140202.0,Doun Koeng,14020202.0,Doun Koeng,1401,Kamchay Mear,140109,Don Koeng,"Doun Koeng,Trabach Commune",Point,563455.95633075596,1279207.3393435022,,,
Feature,14,Prey Veng,1402,Kamchay Mear,140203.0,Kranhung,14020302.0,Chour Ti Pir,1401,Kamchay Mear,140108,Kranhung,"Kranhung,Smong Cheng,Kra Bove Commune",Point,572539.96467932162,1280222.3437473401,,,
Feature,14,Prey Veng,1402,Kamchay Mear,140204.0,Krabau,14020405.0,Andoung S'at,1401,Kamchay Mear,140107,Krabau,"Krabau,Kra Noung Commune",Point,580818.9704210005,1285122.3519347811,,,
Feature,14,Prey Veng,1402,Kamchay Mear,140205.0,Seang Khveang,14020509.0,Sangkae,1401,Kamchay Mear,140112,Seang Khveang,"Seang Khveang,Trabaek Commune",Point,553022.94387810153,1287383.3437903423,,,
Feature,14,Prey Veng,1402,Kamchay Mear,140206.0,Smaong Cheung,14020602.0,Tean Phleung,1401,Kamchay Mear,140110,Smaong Cheung,Smaong Cheung Commune,Point,568106.9615377516,1277276.3391408809,,,
Feature,14,Prey Veng,1402,Kamchay Mear,140207.0,Smaong Tboung,14020717.0,Prey Thum,1401,Kamchay Mear,140111,Smaong Tboung,,Point,571956.96663988044,1273860.3372315473,,,
Feature,14,Prey Veng,1403,Kampong Trabaek,140302.0,Cham,14030203.0,Ka Thum,1402,Kampong Trabek,140206,Cham,Cham Commune,Point,560699.97506259126,1215829.2652727871,,,
Feature,14,Prey Veng,1403,Kampong Trabaek,140303.0,Cheang Daek,14030309.0,Angkrong,1402,Kampong Trabek,140205,Cheang Dek,Cheang Dek Commune,Point,557785.97045160981,1218203.2674417279,,,
Feature,14,Prey Veng,1403,Kampong Trabaek,140305.0,Kansaom Ak,14030501.0,Kansaom Ak,1402,Kampong Trabek,140204,Kansaom Ak,Kansaom Ak Commune,Point,555908.96236173925,1236217.2896812984,,,
Feature,14,Prey Veng,1403,Kampong Trabaek,140306.0,Kou Khchak,14030601.0,Kou Khchak,1402,Kampong Trabek,140202,Kou Khchak,Kou Khchak Commune,Point,560780.96747094393,1238443.2939743479,,,
Feature,14,Prey Veng,1403,Kampong Trabaek,140307.0,Kampong Trabaek,14030703.0,Preaek Phdau,1402,Kampong Trabek,140212,Kampong Trabek,"Kampong Trabek,Krang Sway Commune",Point,552838.95999277977,1231717.2832055676,,,
Feature,18,Sihanoukville,1802,Prey Nob,180208.0,Ream,18020802.0,Ream,1801,Sihanouk Ville,180108,Ream,"Ream,Bet Trang Commune",Point,352130.661164044,1170504.2505084644,,,
Feature,18,Sihanoukville,1802,Prey Nob,180211.0,Tuek L'ak,18021101.0,Tuol,1801,Sihanouk Ville,180103,Tuek L'ak,"Tuek L'ak,Tuek Thla,Sameakki Commune",Point,378806.71249866567,1184052.2509397455,,,
Feature,18,Sihanoukville,1802,Prey Nob,180214.0,Veal Renh,18021402.0,Veal Meas,1801,Sihanouk Ville,180104,Veal Rinh,"Cheung Kou,Veal Renh Commune",Point,370835.70052358159,1184006.2565268497,,,
Feature,18,Sihanoukville,1803,Stueng Hav,180302.0,Ou Treh,18030203.0,Phum Bei,1801,Sihanouk Ville,180102,Steung Hav,"OuTreh,Tumnob Rolok,Kampenh Commne",Point,349665.6710374814,1186549.2770861741,,,
Feature,14,Prey Veng,1401,Ba Phnum,140101.0,Boeng Preah,14010101.0,Angkrong,1403,Mesang,140311,Boeng Preah,,Point,548104.94873403967,1251995.3059195746,,,
Feature,14,Prey Veng,1401,Ba Phnum,140102.0,Cheung Phnum,14010201.0,Moat Prey,1404,Neak Loeung,140413,Cheung Phnom,"Cheung Phnom,Cher Kach,Roung Domrey Commune",Point,543572.94557922799,1244102.2956609328,,,
Feature,14,Prey Veng,1401,Ba Phnum,140104.0,Reaks Chey,14010412.0,Chheu Traeng,1404,Neak Loeung,140417,Reaks Chey,Reaks Chey Commune,Point,542860.94307824643,1251124.3035966975,,,
Feature,14,Prey Veng,1407,Peam Ro,140701.0,Ba Baong,14070103.0,Chouk Chey,1404,Neak Loeung,140404,Ba Baong,"Ba Baong,Peam Ror Commune",Point,536130.93410646834,1258153.30994949,,,
Feature,14,Prey Veng,1407,Peam Ro,140702.0,Banlich Prasat,14070202.0,Prasat Cheung,1404,Neak Loeung,140406,Banlich Prasat,Banleach Brasate Commune,Point,532811.93229674501,1248304.2982364304,,,
Feature,14,Prey Veng,1407,Peam Ro,140703.0,Neak Loeang,14070301.0,Neak Loeang,1404,Neak Loeung,140402,Neak Loeung,"Neak Loeang,Preak Krabove Commune",Point,531080.93113239354,1243620.2924687134,,,
Feature,14,Prey Veng,1407,Peam Ro,140704.0,Peam Mean Chey,14070403.0,Boeng Phsaot,1404,Neak Loeung,140407,Peam Mean Chey,Commune,Point,529535.92751451081,1254679.3048905954,,,
Feature,14,Prey Veng,1407,Peam Ro,140705.0,Peam Ro,14070501.0,Peam Kaoh,1404,Neak Loeung,140403,Peam Ro,"Peam Ror, Preak Ksaykor Commune",Point,530676.9294803082,1250541.3004172668,,,
Feature,14,Prey Veng,1407,Peam Ro,140707.0,Preaek Khsay Kha,14070703.0,Phum Bei,1404,Neak Loeung,140405,Preaek Khsay Kha,"Preaek Khsay Kha,Preaek Khsay Khor,Neak Loeung Commune",Point,531045.93087811582,1244855.2939131302,,,
Feature,14,Prey Veng,1407,Peam Ro,140708.0,Prey Kandieng,14070801.0,Prey Kandieng,1407,Prey Veng,140716,Baray,"Prey Kandieng,Baray Commune",Point,538124.9351120831,1263643.3162987547,,,
Feature,2,Battambang,210,Sampov Lun,21003.0,Ta Sda,2100302.0,Ta Sda,203,Sampov Luon,20303,Angkor Ban,"Angkor Ban, Ta Sdar, Sampov Lun",Point,216001.93455892982,1486197.6199561663,,,
Feature,14,Prey Veng,1408,Pea Reang,140801.0,Kampong Popil,14080102.0,Kampong Popil,1405,Peareang,140509,Kampong Popil,Kampong Popil Commune,Point,515079.90870597394,1288550.3377095256,,,
Feature,14,Prey Veng,1408,Pea Reang,140802.0,Kanhcham,14080201.0,Kanhcham,1405,Peareang,140503,Kanhchom,Kanhcham Commune,Point,533013.92428244872,1293598.3447282452,,,
Feature,14,Prey Veng,1408,Pea Reang,140803.0,Kampong Prang,14080304.0,Sambuor,1405,Peareang,140510,Kampong Praing,"Kampong Prang, Preak Tasar Commune",Point,512205.90648564021,1282197.331474483,,,
Feature,14,Prey Veng,1408,Pea Reang,140804.0,Kampong Ruessei,14080405.0,Sla,1405,Peareang,140506,Kampong Russei,"Kampong Ruessei,Prey Sneat Commune",Point,523273.91717705393,1281244.3316572364,,,
Feature,14,Prey Veng,1408,Pea Reang,140805.0,Mesa Prachan,14080503.0,Mesa Prachan Kraom,1405,Peareang,140508,Mesa Prachan,"Mesa Prachan,Kampong Ampil Commune",Point,517197.9100010884,1295501.344225361,,,
Feature,14,Prey Veng,1408,Pea Reang,140807.0,Prey Pnov,14080706.0,Prey Pnov,1405,Peareang,140502,Prey Pnoeu,Prey Pnov Commune,Point,537011.92910763819,1287353.3397749909,,,
Feature,2,Battambang,205,Aek Phnum,20506.0,Prey Chas,2050605.0,Bak Prea,205,Sangkae,20515,Prey Chas,"Prey Chas, Commune",Point,326984.90449701797,1472410.4928905936,,,
Feature,2,Battambang,206,Moung Ruessei,20601.0,Moung Ruessei,2060110.0,Moung,202,Mong Russei,20209,Moung,"Moung Ruessei, Commune, 14 Vill",Point,331636.85215033335,1412634.4843088221,,,
Feature,14,Prey Veng,1403,Kampong Trabaek,140308.0,Peam Montear,14030808.0,Ta Kaev,1402,Kampong Trabek,140207,Peam Montear,Peam MontearCommune,Point,551376.96076357155,1222789.2714525876,,,
Feature,14,Prey Veng,1403,Kampong Trabaek,140309.0,Prasat,14030902.0,Chambak,1402,Kampong Trabek,140203,Prasat,Prasat Commune,Point,558541.96678708855,1232378.2858148778,,,
Feature,14,Prey Veng,1403,Kampong Trabaek,140310.0,Pratheat,14031003.0,Chhvang,1402,Kampong Trabek,140209,Pratheat,"Pratheat,Chrey Commune",Point,565157.97632203449,1228444.2832047436,,,
Feature,14,Prey Veng,1403,Kampong Trabaek,140311.0,Prey Chhor,14031107.0,Prey Mnoas,1402,Kampong Trabek,140210,Prey Chhor,"Prey Chor,Kork  Chork Commune",Point,564395.97376536566,1232906.2884931073,,,
Feature,14,Prey Veng,1403,Kampong Trabaek,140312.0,Prey Poun,14031204.0,Beng,1402,Kampong Trabek,140211,Prey Poun,"Prey Poun,Chrey Commune",Point,561409.97452106699,1220109.2711661526,,,
Feature,14,Prey Veng,1403,Kampong Trabaek,140313.0,Thkov,14031302.0,Thum,1402,Kampong Trabek,140208,Thkov,"Thkov,Ansoung Commune",Point,562041.97308502765,1226585.2797351764,,,
Feature,14,Prey Veng,1404,Kanhchriech,140401.0,Chong Ampil,14040104.0,Chong Ampil,1407,Prey Veng,140718,Chong Ampil,"Chong Anpil,Kdeung reay ,Prey kla Commune",Point,548793.9431674598,1275487.3311080502,,,
Feature,14,Prey Veng,1404,Kanhchriech,140402.0,Kanhchriech,14040202.0,Prasrae Mukh,1401,Kamchay Mear,140104,Kanhchriech,"Kanhchriech,Thmor poung Commune",Point,560977.94945858791,1292609.3510886112,,,
Feature,14,Prey Veng,1404,Kanhchriech,140403.0,Kdoeang Reay,14040312.0,Peanea Phsar,1407,Prey Veng,140717,Kdoeng Reay,"Kdoeang Reay,Ampil Krove Commune",Point,549346.93867312709,1294106.3488997752,,,
Feature,14,Prey Veng,1404,Kanhchriech,140404.0,Kouk Kong Kaeut,14040407.0,Serei Charchar,1401,Kamchay Mear,140102,Kouk Kong,"Kouk Kong Kaeut,Kouk Kong Leak Commune",Point,573522.95898525848,1296693.3593679299,,,
Feature,14,Prey Veng,1404,Kanhchriech,140406.0,Preal,14040612.0,Lhaeuy,1401,Kamchay Mear,140105,Preal,Preal Commune,Point,567174.95615051431,1289424.350373355,,,
Feature,14,Prey Veng,1404,Kanhchriech,140408.0,Tnaot,14040805.0,Ta Reach,1401,Kamchay Mear,140103,Tnaot,"Tnaot,Kanhchriech,Tnaot Commune",Point,558332.94547718694,1297699.3547463671,,,
Feature,14,Prey Veng,1405,Me Sang,140501.0,Angkor Sar,14050105.0,Angkor Sar,1403,Mesang,140303,Angkor Sar,Commune,Point,566478.97233882919,1243609.3021529999,,,
Feature,14,Prey Veng,1405,Me Sang,140502.0,Chres,14050210.0,Chant Kruesna,1403,Mesang,140305,Chres,Commune,Point,568072.97037551692,1253688.3143060873,,,
Feature,2,Battambang,213,Koah Kralor,21301.0,Thipakdei,2130110.0,Koun Prum,202,Mong Russei,20214,Kaos Kralor,"Kaos Kralor, Hab, Donbar, PrasPhous, Commune, 40 Vill",Point,311353.84586963349,1411137.5028633378,,,
Feature,14,Prey Veng,1405,Me Sang,140503.0,Chi Phoch,14050313.0,Veang,1403,Mesang,140310,Chi Phoch,Commune,Point,559775.96170399885,1252182.3096525469,,,
Feature,14,Prey Veng,1405,Me Sang,140503.0,Chi Phoch,14050314.0,Svay Andoung,1403,Mesang,140309,Svay Andaung,"Chi Phoch,Prey Kneas, Sway Chrom Commune",Point,557969.95814244414,1256998.3144242726,,,
Feature,14,Prey Veng,1405,Me Sang,140504.0,Prey Khnes,14050422.0,Kaev Sna,1403,Mesang,140308,Prey Khnes,Commune,Point,554027.95438614569,1255213.3112172384,,,
Feature,14,Prey Veng,1405,Me Sang,140505.0,Prey Rumdeng,14050502.0,Char,1403,Mesang,140304,Prey Rumdeng,"Prey Veaeng, Trapaing Srey Commune",Point,565710.96910711494,1250012.3092753466,,,
Feature,14,Prey Veng,1405,Me Sang,140506.0,Prey Totueng,14050609.0,Prey Totueng,1403,Mesang,140306,Prey Toteung,Commune,Point,565028.96335961029,1263831.3242320558,,,
Feature,14,Prey Veng,1405,Me Sang,140507.0,Svay Chrum,14050707.0,Svay Chrum,1403,Mesang,140307,Svay Chrum,Commune,Point,561543.96188363375,1257428.3160887281,,,
Feature,14,Prey Veng,1405,Me Sang,140508.0,Trapeang Srae,14050811.0,Prey Kuy,1403,Mesang,140302,Trapaing Srae,"Trapeang Srae,Chi Chuc Commune",Point,560211.96457341628,1245060.3016274876,,,
Feature,14,Prey Veng,1406,Peam Chor,140602.0,Kampong Prasat,14060202.0,Ta Paeu,1406,Preah Sdach,140610,Kampong Prasat,"Kampong Prasat,Trang Trayang,Rousey Srock Commune",Point,529285.93338484387,1217088.258926589,,,
Feature,14,Prey Veng,1406,Peam Chor,140605.0,Kaoh Sampov,14060503.0,Svay Andoung,1406,Preah Sdach,140605,Russei Srok,"Russei Srok,Koah Sampove Commune",Point,533643.94094342401,1207441.2466402899,,,
Feature,14,Prey Veng,1406,Peam Chor,140608.0,Preaek Sambuor,14060802.0,Sambuor,1404,Neak Loeung,140409,Preaek Sambo,"Preaek Sambuor,Preak Cheak,Koah Roka,Commune",Point,522085.92409192782,1215630.2559280631,,,
Feature,14,Prey Veng,1406,Peam Chor,140610.0,Sway Plose,14061003.0,Bangaek,1404,Neak Loeung,140408,Svay Phluos,"Svay Phluos,Koah Cheak,Kra Bove Commune",Point,524114.92518858257,1227382.2715071344,,,
Feature,14,Prey Veng,1409,Preah Sdach,140908.0,Preah Sdach,14090805.0,Prey Toap,1406,Preah Sdach,140608,Preah Sdach,Commune,Point,538442.94628046989,1213128.2553923246,,,
Feature,14,Prey Veng,1409,Preah Sdach,140909.0,Reathor,14090903.0,Ta Mau,1406,Preah Sdach,140603,Reathor,"Reathor,Ankor Ank Commune",Point,534009.93747611099,1228206.2741846922,,,
Feature,14,Prey Veng,1409,Preah Sdach,140910.0,Rumchek,14091007.0,Satthea,1404,Neak Loeung,140411,Rumchek,Commune,Point,539402.942208327,1237377.2866613551,,,
Feature,14,Prey Veng,1409,Preah Sdach,140911.0,Sena Reach Otdam,14091115.0,Trea,1406,Preah Sdach,140609,Sena Reach Otdam,Commune,Point,547577.95493495569,1226405.275031023,,,
Feature,14,Prey Veng,1410,Prey Veaeng,141001.0,Angkor Tret,14100101.0,Angkor Tret,1407,Prey Veng,140708,Angkor Tret,Angkor Tret Commune,Point,548793.9431674598,1275487.3311080502,,,
Feature,14,Prey Veng,1410,Prey Veaeng,141003.0,Chrey,14100308.0,Svay At,1407,Prey Veng,140704,Chea Khlang,"Chea Khlang,Chrey Commune",Point,553999.94723565492,1279093.3361573955,,,
Feature,14,Prey Veng,1410,Prey Veaeng,141003.0,Chrey,14100313.0,Chrey Phsar,1407,Prey Veng,140703,Chrey,Chrey Commune,Point,557451.95085065172,1278212.3363590254,,,
Feature,14,Prey Veng,1410,Prey Veaeng,141004.0,Damrei Puon,14100401.0,Chamkar Kuoy Lech,1407,Prey Veng,140707,Damrei Puon,Damrei Puon Commune,Point,547886.94352054107,1270753.3260728286,,,
Feature,14,Prey Veng,1410,Prey Veaeng,141005.0,Me Bon,14100503.0,Me Bon,1407,Prey Veng,140706,Mebonn,"Me Bon,Takor Commune",Point,542507.93680499005,1276132.3301574748,,,
Feature,14,Prey Veng,1410,Prey Veaeng,141006.0,Pean Roung,14100601.0,Prey Chreang,1407,Prey Veng,140709,Pean Roung,Pean Roung Commune,Point,558005.95368480298,1271023.3293268476,,,
Feature,14,Prey Veng,1410,Prey Veaeng,141007.0,Popueus,14100703.0,Khyaok Tboung,1407,Prey Veng,140705,Popoes,"Popoes,Prey Kanlong Commune",Point,539738.93348120979,1278856.3322175897,,,
Feature,14,Prey Veng,1410,Prey Veaeng,141009.0,Samraong,14100906.0,Samraong,1407,Prey Veng,140710,Samraong,Samraong Commune,Point,547043.94365530298,1266941.3219010173,,,
Feature,14,Prey Veng,1410,Prey Veaeng,141010.0,Svay Antor,14101003.0,Pou Chentam,1407,Prey Veng,140702,Svay Antor,"Svay Antor, Prey Kla Commune",Point,545497.93915659701,1278502.33323279,,,
Feature,14,Prey Veng,1410,Prey Veaeng,141011.0,Tuek Thla,14101115.0,Traok,1407,Prey Veng,140711,Teuk Thla,Tuek Thla Commune,Point,549148.9482150682,1258180.3130840578,,,
Feature,14,Prey Veng,1411,Kampong Leav,141103.0,Kampong Leav,14110303.0,Lekh Bei,1407,Prey Veng,140715,Kampong Leav,"Kampong Leav,Cheang Touk Commune",Point,535463.93114595138,1269562.3219628925,,,
Feature,14,Prey Veng,1411,Kampong Leav,141104.0,Pou Rieng,14110402.0,Pou Rieng Tboung,1407,Prey Veng,140713,Po Rieng,,Point,528381.92253528396,1278307.3295247352,,,
Feature,14,Prey Veng,1408,Pea Reang,140809.0,Prey Sralet,14080910.0,Prey Kralanh Touch,1405,Peareang,140504,Prey Sralet,Prey Sralet Commune,Point,524113.91609002062,1295573.3450859757,,,
Feature,14,Prey Veng,1408,Pea Reang,140810.0,Reab,14081003.0,Vey Vet,1405,Peareang,140507,Reab,Reap Commune,Point,520766.91385402065,1289294.3389705073,,,
Feature,14,Prey Veng,1408,Pea Reang,140811.0,Roka,14081101.0,Snay Pol,1405,Peareang,140505,Roka,Roka Commune,Point,524789.91751279216,1289473.3396470554,,,
Feature,14,Prey Veng,1409,Preah Sdach,140901.0,Angkor Reach,14090117.0,Krasang Tong,1406,Preah Sdach,140604,Angkor Reach,,Point,542049.94804706669,1226056.273185214,,,
Feature,14,Prey Veng,1409,Preah Sdach,140902.0,Banteay Chakrei,14090214.0,Bos Roluoy,1406,Preah Sdach,140607,Banteay Chakrei,Commune,Point,541689.9492308175,1219050.2640219857,,,
Feature,14,Prey Veng,1409,Preah Sdach,140903.0,Boeng Daol,14090304.0,Boeng Daol,1406,Preah Sdach,140606,Boeng Daol,Boeng Daol Commune,Point,536968.94257199438,1221495.2661684295,,,
Feature,14,Prey Veng,1409,Preah Sdach,140904.0,Chey Kampok,14090406.0,Tras,1406,Preah Sdach,140602,Chey Kampok,Commune,Point,540184.94486144208,1229742.2774165366,,,
Feature,14,Prey Veng,1409,Preah Sdach,140905.0,Kampong Soeng,14090510.0,kandal,1404,Neak Loeung,140410,Kampong Soeng,Kampong Seng Commune,Point,536752.93871479097,1238899.2879311657,,,
Feature,14,Prey Veng,1409,Preah Sdach,140907.0,Lvea,14090701.0,Samraong,1404,Neak Loeung,140412,Lvea,Lvea Commune,Point,542614.94631475164,1236319.2861183248,,,
Feature,2,Battambang,210,Sampov Lun,21005.0,Serei Mean Chey,2100502.0,Chheu Teal,203,Sampov Luon,20302,Serei Mean Chey,"Serei Mean Chey, Sant Pheap, Chrey Se Ma, Commune, 11 Vill",Point,214080.93908098555,1489064.6221282124,,,
Feature,2,Battambang,211,Phnum Proek,21102.0,Pech Chenda,2110201.0,Doung,203,Sampov Luon,20305,Pich Chenda,"2 Commune, 11 Village",Point,216075.90323681221,1464594.623041705,,,
Feature,2,Battambang,211,Phnum Proek,21103.0,Chak Krey,2110304.0,Chakrei,203,Sampov Luon,20309,Chak Krei,"Chak Krey, Commune, 8 Vill",Point,241438.91158121623,1472226.5870707496,,,
Feature,2,Battambang,211,Phnum Proek,21104.0,Barang Thleak,2110402.0,Ou Choat,203,Sampov Luon,20304,Barang Thleak,"Phnum Proek,Barang Thleak, Chakrei,Commune , 15 Vill,,,
,,,
,,,
,,,
15",Point,213103.92096271337,1476520.6258993866,,,
Feature,2,Battambang,212,Kamrieng,21201.0,Kamrieng,2120101.0,Kamrieng,203,Sampov Luon,20307,Kamrieng,"Kamrieng, Ouda, Boeng Rang,12 Vill",Point,229435.87332960323,1443812.6047144446,,,
