type,properties/PCODE,properties/PNAME,properties/DCODE,properties/DNAME,properties/CCODE,properties/CNAME,properties/VCODE,properties/VNAME,properties/ODCODE,properties/ODNAME,properties/FACILITCOD,properties/FACILITNAM,properties/COVERNAME,geometry/type,geometry/coordinates/0,geometry/coordinates/1,properties/PNAME_km,properties/VNAME_km,properties/FACILITNAM_km
Feature,2,Battambang,212,Kamrieng,21204.0,Trang,2120407.0,Ta Saen,203,Sampov Luon,20306,Trang,"Ta Saen,Trang, Boeng Reang, Ouda,,,
,,,
25 Vill",Point,221067.883941448,1451394.6165750455,,,
Feature,15,Pursat,1505,Sampov Meas,150503.0,Lolok Sa,15050306.0,Voat Luong,1502,Sampov Meas,150204,Voat Luong,Lolok Sa communce,Point,375354.84339626285,1382930.4412940999,,,
Feature,15,Pursat,1505,Sampov Meas,150504.0,Phteah Prey,15050402.0,Peal Nheaek Pir,1502,Sampov Meas,150202,Peal Nhek,"Phtea Prey, veal communce",Point,382680.84893163259,1387050.4382406315,,,
Feature,15,Pursat,1505,Sampov Meas,150504.0,Phteah Prey,15050408.0,Tnaot Tret,1502,Sampov Meas,150203,Kaoh Chum,"Phteah Prey, Koas Chom, Svay Art communce",Point,379050.84809456021,1387930.4408503219,,,
Feature,15,Pursat,1505,Sampov Meas,150505.0,Prey Nhi,15050501.0,Bak Roteh,1502,Sampov Meas,150206,Prey Nhi,"Prey Nhi, Beanteay Dey, Ro Leab communce",Point,383369.84856968943,1386031.4374241601,,,
Feature,15,Pursat,1505,Sampov Meas,150506.0,Roleab,15050612.0,Preaek Tnaot,1502,Sampov Meas,150205,Preaek Thnot,"Roleab, Chamroun Phol communce",Point,381077.84551763092,1382602.4374867703,,,
Feature,15,Pursat,1506,Veal Vaeng,150604.0,Pramoy,15060404.0,Pramaoy,1502,Sampov Meas,150222,Pramaoy,5 communce,Point,294100.78736447333,1361151.502736412,,,
Feature,14,Prey Veng,1411,Kampong Leav,141106.0,Preaek Chrey,14110603.0,Anlong Trea,1407,Prey Veng,140714,Preaek Chrey,"Preaek Chrey,Preaek Anteas Commune",Point,530536.92657082656,1266811.3181908762,,,
Feature,14,Prey Veng,1412,Sithor Kandal,141202.0,Chrey Khmum,14120204.0,Boeng Laeng,1405,Peareang,140512,Chrey Khmum,"Chrey Khmum,Phnove Pi Commune",Point,535623.92442405166,1304825.3549831354,,,
Feature,14,Prey Veng,1412,Sithor Kandal,141204.0,Pnov Ti Muoy,14120402.0,Ta Kreab,1405,Peareang,140514,Pnov,"Pnov Ti Muoy,Pnov Tipi Commune",Point,535818.92394453089,1308114.3577494631,,,
Feature,14,Prey Veng,1412,Sithor Kandal,141206.0,Pou Ti,14120604.0,Svay Sak,1405,Peareang,140516,Pou Ti,"Pou Ti,Prey tung, Prey Phnove Commune",Point,539033.92950237985,1294251.3465144061,,,
Feature,14,Prey Veng,1412,Sithor Kandal,141207.0,Preaek Changkran,14120705.0,Preaek Sandaek,1405,Peareang,140511,Preaek Changkran,"Preaek Changkran,Lvey Commune",Point,540015.92716143175,1308969.3593238445,,,
Feature,14,Prey Veng,1412,Sithor Kandal,141208.0,Prey Daeum Thnoeng,14120801.0,Prey Daeum Thnoeng Ti Muoy,1405,Peareang,140515,Prey Daeum Thnoen,"Prey Daeum Thnoeng,Rouseysang Commune",Point,541382.9299116038,1301652.3535173573,,,
Feature,14,Prey Veng,1412,Sithor Kandal,141210.0,Rumlech,14121003.0,Char,1405,Peareang,140513,Rumlich,Rumlech Commune,Point,540745.92870711745,1304651.3559140889,,,
Feature,15,Pursat,1501,Bakan,150101.0,Boeng Bat Kandaol,15010103.0,Tram Seh,1501,Bakan,150110,Boeng Batkandaol,Boeng Batkandaol communce,Point,369450.85180625209,1398624.4509009244,,,
Feature,15,Pursat,1501,Bakan,150102.0,Boeng Khnar,15010202.0,Boeng Khnar,1501,Bakan,150102,Boeng Khnar,Boeng Khnar communce,Point,361297.84829124599,1397398.4562648663,,,
Feature,15,Pursat,1501,Bakan,150103.0,Khnar Totueng,15010307.0,Boeng Chhuk,1501,Bakan,150108,Khnar Toteng,1 communce,Point,361486.84465383762,1392326.4544275247,,,
Feature,15,Pursat,1501,Bakan,150104.0,Me Tuek,15010404.0,Kdat,1501,Bakan,150105,Me Teuk,1 communce,Point,363125.8533746826,1403635.4568501431,,,
Feature,15,Pursat,1501,Bakan,150105.0,Ou Ta Paong,15010505.0,Ou Ta Paong,1501,Bakan,150106,Ou Ta Pong,1 communce,Point,355817.84836051665,1399849.4610997469,,,
Feature,15,Pursat,1501,Bakan,150106.0,Rumlech,15010607.0,Rumlech,1501,Bakan,150109,Rumlich,1 communce,Point,357485.84389571252,1393199.4576838268,,,
Feature,15,Pursat,1501,Bakan,150107.0,Snam Preah,15010701.0,Snam Preah,1501,Bakan,150103,Snam Preah,1 communce,Point,374088.84742770379,1389764.4447527956,,,
Feature,15,Pursat,1501,Bakan,150108.0,Svay Doun Kaev,15010802.0,Svay Doun Kaev Ti Muoy,1501,Bakan,150107,Svay Daun Keo,Svay Daun Keo communce,Point,352519.8483626559,1401182.4640241207,,,
Feature,15,Pursat,1501,Bakan,150109.0,Ta Lou,15010906.0,Ta Lou,1501,Bakan,150111,Ta Lo,Ta Lou communce,Point,353625.83317278966,1381065.4560763019,,,
Feature,15,Pursat,1502,Kandieng,150201.0,Anlong Vil,15020109.0,Preaek Ta Vong,1502,Sampov Meas,150207,Voat Po,"An Longvil, Vial, Svay Loung, Banteay Dey communce",Point,385039.85114982934,1389205.4376109596,,,
Feature,15,Pursat,1502,Kandieng,150203.0,Kandieng,15020307.0,Yos,1502,Sampov Meas,150208,Kandieng,"Kandiang, Svay Loung communce",Point,387246.85331895703,1391461.4371147007,,,
Feature,15,Pursat,1502,Kandieng,150205.0,Reang Til,15020501.0,Reang Til,1502,Sampov Meas,150211,Raing Til,Raing Til communce,Point,392125.86756180722,1413479.4409491792,,,
Feature,15,Pursat,1502,Kandieng,150206.0,Srae Sdok,15020615.0,Pou,1502,Sampov Meas,150210,Srae Sdok,Srae Sdok communce,Point,386006.85800820193,1400027.4407377895,,,
Feature,2,Battambang,212,Kamrieng,21206.0,Takrei,2120604.0,Kamprang,203,Sampov Luon,20308,Ta Krey,Ta Krey Ou Da,Point,245060.88494412962,1452142.5836040771,,,
Feature,23,Kep,2301,Damnak Chang'aeur,230101.0,Angkaol,23010101.0,Ampeng,2301,Kep Ville,230105,Angkoul,Angkoul Commune_ 4 Villages,Point,433428.78513483063,1159237.1826170089,,,
Feature,23,Kep,2301,Damnak Chang'aeur,230102.0,Ou Krasar,23010202.0,Damnak Chambak,2301,Kep Ville,230103,O Krasar,Ou Krasar Commune_ 2 Villages,Point,421356.76888873684,1167298.2007526848,,,
Feature,15,Pursat,1502,Kandieng,150208.0,Sya,15020804.0,Boeng Chak,1502,Sampov Meas,150209,Sya,"Sya, Kangchor communce",Point,392112.85747463204,1395660.4357630559,,,
Feature,15,Pursat,1503,Krakor,150302.0,Ansa Chambak,15030201.0,Khsach L'et,1502,Sampov Meas,150217,Ansa Chambak,"Kbal Trach, Ansa Chambok communce",Point,425727.86351707252,1381571.4143363722,,,
Feature,15,Pursat,1503,Krakor,150303.0,Boeng Kantuot,15030305.0,Trapeang Kantuot,1502,Sampov Meas,150215,Boeng Kantuot,4 communce,Point,399975.85460752936,1385121.4275972764,,,
Feature,15,Pursat,1503,Krakor,150304.0,Chheu Tom,15030407.0,Kapas,1502,Sampov Meas,150214,Chheu Tom,2 communce,Point,410394.84658420243,1359518.4104564271,,,
Feature,15,Pursat,1503,Krakor,150305.0,Kampong Luong,15030504.0,Ti Buon,1502,Sampov Meas,150213,Kampong Luong,1 communce,Point,414006.86192733684,1388897.4221984234,,,
Feature,15,Pursat,1503,Krakor,150307.0,Kbal Trach,15030708.0,Samraong,1502,Sampov Meas,150212,Krakor,3 communce,Point,414415.86053463223,1385471.4206852857,,,
Feature,15,Pursat,1503,Krakor,150311.0,Tnaot Chum,15031112.0,Chheu Teal,1502,Sampov Meas,150216,Chhouk Meas,"Tnot Chom, Boung Kantout communce",Point,395430.84967940074,1379485.4277328614,,,
Feature,15,Pursat,1504,Phnum Kravanh,150402.0,Leach,15040207.0,Krouch Chhmar,1502,Sampov Meas,150218,Phnom Kravanh,"Rokat, Sang Trea, Leach communce",Point,366514.82782303635,1366004.4397773168,,,
Feature,23,Kep,2301,Damnak Chang'aeur,230103.0,Pong Tuek,23010303.0,Phnum Leav,2301,Kep Ville,230104,Pong Teuk,Pong Tuek Commune_ 5 Villages,Point,430785.7826328731,1163903.1912962138,,,
Feature,23,Kep,2302,Kaeb,230202.0,Prey Thum,23020201.0,Damnak Chang'aeur,2301,Kep Ville,230102,Prey Thum,No information because it just built,Point,425438.77469583822,1165600.1962367271,,,
Feature,15,Pursat,1504,Phnum Kravanh,150403.0,Phteah Rung,15040302.0,Ta Sas,1502,Sampov Meas,150221,Ta Sah,2 communce,Point,364338.83479319158,1377167.4464654541,,,
Feature,15,Pursat,1504,Phnum Kravanh,150404.0,Prongil,15040404.0,Prongil,1502,Sampov Meas,150219,Prongil,Prongil communce,Point,370655.83371904748,1371597.4395536461,,,
Feature,15,Pursat,1504,Phnum Kravanh,150407.0,Samraong,15040701.0,Preaek Muoy,1502,Sampov Meas,150220,Samraong,Samraong communce,Point,362554.82614661171,1366386.4428115392,,,
Feature,17,Siemreap,1701,Angkor Chum,170101.0,Char Chhuk,17010106.0,Kbal Cham,1704,Angkor Chum,170408,Angkor Chum,"Char Chhuk, Ta Saom, Koul communes (20 villages)",Point,353630.93306162348,1513348.4639754768,,,
Feature,17,Siemreap,1701,Angkor Chum,170101.0,Char Chhuk,17010115.0,Mea Chea,1704,Angkor Chum,170409,Char Chhouk,2 communes (19 villages),Point,351335.93041520822,1508974.4668543739,,,
Feature,17,Siemreap,1701,Angkor Chum,170102.0,Doun  Peaeng,17010202.0,Bat,1704,Angkor Chum,170412,Bott,"Koul, Srae Khvav, Doun  Peaeng communes (19 villages)",Point,355996.93630592967,1518725.4606756454,,,
Feature,17,Siemreap,1701,Angkor Chum,170103.0,Kouk Doung,17010303.0,Kouk Doung Thmei,1704,Angkor Chum,170411,Kok Daung,Kouk Doung commune (15 villages),Point,366600.92900249711,1512511.4551164696,,,
Feature,17,Siemreap,1701,Angkor Chum,170105.0,Nokor Pheas,17010505.0,Tonle Sa,1704,Angkor Chum,170410,Nokor Pheas,"Nokor Pheas, Ta Saom communes (13 villages)",Point,358990.92793197819,1508159.4614971459,,,
Feature,17,Siemreap,1702,Angkor Thum,170202.0,Leang Dai,17020203.0,Phlong,1702,Siem Reap,170209,AngKor Thum,"Leang Dai, Svay Chek communes (14 villages)",Point,377619.91266124812,1490746.452729166,,,
Feature,17,Siemreap,1702,Angkor Thum,170203.0,Peak Snaeng,17020301.0,Peak Snaeng Thmei,1702,Siem Reap,170210,Peak Sneng,"Peak Snaeng, Chob Ta Trav communes (11 villages)",Point,378640.91938289657,1501949.4499986714,,,
Feature,17,Siemreap,1703,Banteay Srei,170301.0,Khnar Sanday,17030101.0,Banteay Srei,1702,Siem Reap,170211,Banteay Sraey,4 communes (16 villages),Point,387320.91803627287,1502752.4447163932,,,
Feature,17,Siemreap,1703,Banteay Srei,170303.0,Preak Dak,17030306.0,Ou Totueng,1702,Siem Reap,170212,Preak Dak,"Preak Dak, Run Ta Aek communes (9 villages)",Point,385547.90893795318,1486400.4486213715,,,
Feature,17,Siemreap,1703,Banteay Srei,170304.0,Rumchek,17030402.0,Sala Kravan,1702,Siem Reap,170213,Rumchek,"Rumchek, Tbaeng, Run Ta aek communes (13 villages)",Point,389844.91112824134,1491305.4454594713,,,
Feature,17,Siemreap,1704,Chi Kraeng,170401.0,Anlong Samnar,17040107.0,Anlong Samnar,1703,Sotr Nikum,170315,Anlong Samnar,"2 communes,26,,,
,,,
villages",Point,423045.88786578749,1444900.4313547614,,,
Feature,17,Siemreap,1704,Chi Kraeng,170403.0,Kampong Kdei,17040311.0,Kampong Kdei Pir,1703,Sotr Nikum,170311,Kampong Kdei,"3 communes, 24 villages",Point,428570.89056559879,1450893.4296769928,,,
Feature,17,Siemreap,1704,Chi Kraeng,170404.0,Khvav,17040402.0,Khvav,1703,Sotr Nikum,170318,Khvav,9 villages,Point,443758.90056766727,1482530.4239567907,,,
Feature,17,Siemreap,1704,Chi Kraeng,170405.0,Kouk Thlok Kraom,17040510.0,Thnal Ta Set,1703,Sotr Nikum,170314,Kok Thlok Kraum,"4 communes, 20 villages",Point,423053.8913658557,1453724.4319082159,,,
Feature,17,Siemreap,1704,Chi Kraeng,170407.0,Lveaeng Ruessei,17040704.0,Thnal,1703,Sotr Nikum,170313,Lveng Russei,"Lveaeng Ruessei commune, 13 villages",Point,438988.88924647745,1444753.4256971001,,,
Feature,7,Kampot,701,Angkor Chey,70102.0,Angkor Chey,7010206.0,Angk Rumduol,701,Angkor Chey,70104,Ang Phnom Toch,"Ang Phnom Toch, Angkor Chey, Ta Ni Commune_ 9 Villages",Point,462373.84046790993,1194877.229464273,,,
Feature,7,Kampot,701,Angkor Chey,70103.0,Champei,7010301.0,Khvav,701,Angkor Chey,70106,Champei,"Champei, Samlanh Commune_ 15 Villages",Point,461601.84118090861,1203295.2416590513,,,
Feature,17,Siemreap,1704,Chi Kraeng,170408.0,Pongro Kraom,17040802.0,Pongro Muoy,1703,Sotr Nikum,170317,Pongro Kraum,"Pongro Kraum, Pongro Leu, Kouk Thlok Leu, Kampong Kdey communes (25 villages)",Point,432751.89315716171,1457677.4284552769,,,
Feature,17,Siemreap,1704,Chi Kraeng,170411.0,Sangvaeuy,17041103.0,Chak,1703,Sotr Nikum,170316,Sangveuy,"2 communes, 13 villages",Point,415777.89320502855,1458696.435039808,,,
Feature,17,Siemreap,1704,Chi Kraeng,170412.0,Spean Tnaot,17041202.0,Spean Tnaot Pir,1703,Sotr Nikum,170312,Spean Tnaot,"Spean Tnaot, Pongro Kraum communes, 19 villages",Point,434815.88967976096,1447166.4272460737,,,
Feature,19,Stung Treng,1905,Thala Barivat,190508.0,Preah Rumkel,19050802.0,Kandal,1901,Steung Treng,190105,Preah Rumkel,"Preah Rumke, Ou Svay Commune, 13 Villages",Point,604192.85499515897,1536567.4303194273,,,
Feature,19,Stung Treng,1905,Thala Barivat,190511.0,Thala,19051101.0,Thalabarivat,1901,Steung Treng,190104,Thala Barivoat,"Thala, Kaoh Snaeng, Ou Rei, Sam'ang, Kang Cham Commune, 21 Villages",Point,603066.87528337748,1498164.4408731903,,,
Feature,20,Svay Rieng,2001,Chantrea,200102.0,Bavet,20010201.0,Ta Boeb,2001,Chi Phu,200103,Bavet,"Bavit, Bati communce",Point,624117.05289262487,1223362.3081603718,,,
Feature,20,Svay Rieng,2001,Chantrea,200105.0,Me Sa Thngak,20010506.0,Pou,2001,Chi Phu,200105,Me Sa Thngak,"Me Sa Thngak, Samroung, Toul Sdei, Bati, Phra Sat communce",Point,623011.05772059981,1214360.2956592643,,,
Feature,20,Svay Rieng,2001,Chantrea,200108.0,Prey Kokir,20010804.0,Prey Kokir,2001,Chi Phu,200104,Prey Koki,"Chreas, Prey Koki communce",Point,615990.04635484831,1217673.2952987782,,,
Feature,20,Svay Rieng,2002,Kampong Rou,200202.0,Nhor,20020206.0,Svay Anat,2003,Svay Rieng,200317,Nhor,"Nhor, Thmey, Reach Moontey, Skea Tror communce",Point,603080.03566015291,1207285.2733613723,,,
Feature,20,Svay Rieng,2002,Kampong Rou,200203.0,Ksetr,20020302.0,Khsaetr,2001,Chi Phu,200108,Ksetr,"Ksetr, Sam Ley communce",Point,607938.04183443973,1207956.2771833593,,,
Feature,20,Svay Rieng,2002,Kampong Rou,200204.0,Preah Ponlea,20020405.0,Trapeang Leach,2003,Svay Rieng,200319,Preah Ponlea,4 communce,Point,596537.02146947524,1217062.2828313618,,,
Feature,20,Svay Rieng,2002,Kampong Rou,200208.0,Samyaong,20020801.0,Ruessei Lieb,2003,Svay Rieng,200318,Samyaong,"Prey Dom, Somyoung, Bantey Prang communce",Point,593396.02012021374,1211842.2741807746,,,
Feature,20,Svay Rieng,2002,Kampong Rou,200209.0,Svay Ta Yean,20020901.0,Prey Stieng,2001,Chi Phu,200106,Samlei,"Svay Ta Yean, Sam Leay  communce",Point,605619.03300373489,1217539.2886403848,,,
Feature,7,Kampot,701,Angkor Chey,70104.0,Dambouk Khpos,7010410.0,Trapeang Run,701,Angkor Chey,70108,Dambouk Khpos,Dambouk Khpos Commune_8 Villages,Point,453438.82629918342,1190104.2245763815,,,
Feature,7,Kampot,701,Angkor Chey,70105.0,Dan Koum,7010504.0,Angk Khcheay Khang Cheung,701,Angkor Chey,70107,Dan Koum,"Dambouk Khpos, Dan Koum Commune_ 9 Villages",Point,454473.82983954094,1197923.2357041731,,,
Feature,7,Kampot,701,Angkor Chey,70106.0,Daeum Doung,7010601.0,Daeum Doung,701,Angkor Chey,70102,Doeum Daung,"Doeum Daung, Mroum Commune_ 10 Villages",Point,463516.83988494915,1184086.2132127548,,,
Feature,17,Siemreap,1706,Kralanh,170602.0,Kampong Thkov,17060202.0,Kampong Thkov Pir,1701,Kralanh,170102,Kampong Thkov,"Kampong Thkov, Kralanh, Ta An, Chonloas Dai communes (33 villages)",Point,328723.93091159029,1502930.4865359021,,,
Feature,17,Siemreap,1706,Kralanh,170605.0,Roung Kou,17060501.0,Roung Kou,1701,Kralanh,170104,Rong Ko,"Roung Kou, Snuol, Sranal communes (26 villages)",Point,338979.92842935317,1502700.4780112235,,,
Feature,17,Siemreap,1706,Kralanh,170606.0,Sambuor,17060604.0,Sambuor,1701,Kralanh,170105,Sambour,Sambuor commune (11 villages),Point,328402.92279552174,1493490.4888157118,,,
Feature,17,Siemreap,1706,Kralanh,170607.0,Saen Sokh,17060704.0,Kouk Phngeas,1701,Kralanh,170103,Sen Sokh,"Saen Sokh, Krouch Kor, Mong communes (25 villages)",Point,340240.93743226014,1514242.4739894657,,,
Feature,17,Siemreap,1707,Puok,170701.0,Sasar Sdam,17070107.0,Kouk Pnov,1704,Angkor Chum,170404,Sasar Sdam,"Sasar Sdam, Mukh Paen, Pou Treay, Yeang communes(27 villages)",Point,350011.91868136375,1493042.471339941,,,
Feature,17,Siemreap,1707,Puok,170702.0,Doun Kaev,17070201.0,Kouk Pnov,1704,Angkor Chum,170402,Daunkeo,Doun Kaev commune (13 villages),Point,364953.91422295861,1490192.4610587165,,,
Feature,17,Siemreap,1707,Puok,170704.0,Kaev Poar,17070405.0,Kouk Ruessei,1704,Angkor Chum,170407,Samraong Yea,"3 communes,(18 villages)",Point,363081.90812191425,1481012.4636025808,,,
Feature,17,Siemreap,1707,Puok,170710.0,Puok,17071008.0,Kouk Thmei,1704,Angkor Chum,170403,Puok,"Puok, Lvea communes (23 villages)",Point,362113.91203072481,1486442.4635849271,,,
Feature,17,Siemreap,1707,Puok,170711.0,Prey Chruk,17071101.0,Prey Chruk,1701,Kralanh,170108,Prey Chrouk,2 communes (17 villages),Point,343590.92251543672,1496503.4756543741,,,
Feature,17,Siemreap,1707,Puok,170712.0,Reul,17071203.0,Reul,1704,Angkor Chum,170405,Reul,"Reul, Trei Nhoar communes (24 villages)",Point,362709.91935603332,1497085.4613767012,,,
Feature,17,Siemreap,1707,Puok,170714.0,Tuek Vil,17071409.0,Prei Thmei,1704,Angkor Chum,170406,Teuk Vil,4 communes (29 villages),Point,369614.90788259369,1481683.4590952385,,,
Feature,17,Siemreap,1709,Prasat Bakong,170905.0,Kantreang,17090502.0,Kantreang,1702,Siem Reap,170217,Kantreang,"Kantreang, Ballangk, Khnar Pou (19 villages)",Point,394346.90239392524,1476320.444804206,,,
Feature,17,Siemreap,1709,Prasat Bakong,170906.0,Kandaek,17090609.0,Kouk Tnaot,1702,Siem Reap,170214,Kandek,"Kandaek, Ampil communes (16 villages)",Point,382581.9034288167,1476540.4514530397,,,
Feature,17,Siemreap,1709,Prasat Bakong,170907.0,Mean Chey,17090704.0,Chea Sman,1702,Siem Reap,170216,Mean Chey,"Mean Chey,Kampong Phluk, Trapeang Thum communes (12 villages)",Point,391555.8991425595,1470064.446735855,,,
Feature,17,Siemreap,1709,Prasat Bakong,170908.0,Roluos,17090806.0,Doun Teav,1702,Siem Reap,170215,Prasat Bakorng,"Roluos, Kantreang, Bakong, Trapeang Thum, Ampil communes (17 villages)",Point,391157.90081666521,1473043.4467838539,,,
Feature,17,Siemreap,1710,Siem Reab,171001.0,Sla Kram,17100104.0,Dak Pou,1702,Siem Reap,170205,Siem Reap,"Sla Kram, Ankor Thum communes (10 villages)",Point,377929.90428740875,1477327.4542143221,,,
Feature,17,Siemreap,1710,Siem Reab,171002.0,Svay Dangkum,17100212.0,Mondol Muoy,1702,Siem Reap,170203,Mondul I,"Sala Kamraeuk, Svay Dangkum communes (10 villages)",Point,376299.9041283878,1476858.4552741747,,,
Feature,17,Siemreap,1710,Siem Reab,171003.0,Kouk Chak,17100301.0,Trapeang Seh,1702,Siem Reap,170204,Kouk Chak,"Kouk Chak, Nokor Thum communes (12 villages)",Point,375953.90602488682,1479814.4552074589,,,
Feature,17,Siemreap,1710,Siem Reab,171003.0,Chreav,17100601.0,Chreav,1702,Siem Reap,170202,Chreav,"Chreav, Sala Kamraeuk, Kandaet communes (14 villages)",Point,378475.90221614577,1474059.4541446248,,,
Feature,17,Siemreap,1710,Siem Reab,171007.0,Chong Khnies,17100706.0,Ti Prammuoy,1702,Siem Reap,170208,Chong Khnies,Chong Khnies commune (7 villages),Point,372508.89715763816,1465680.458374125,,,
Feature,17,Siemreap,1710,Siem Reab,171008.0,Sambuor,17100802.0,Sambuor,1702,Siem Reap,170206,Sambour,4 communes(20 villages),Point,370949.90400922083,1476009.458785031,,,
Feature,17,Siemreap,1710,Siem Reab,171009.0,Siem Reab,17100908.0,Triek,1702,Siem Reap,170207,Po Mean Chey,Siem Reab commune (8 villages),Point,374366.90204198059,1473356.4567793785,,,
Feature,17,Siemreap,1711,Soutr Nikom,171101.0,Chan Sar,17110114.0,Thnal,1703,Sotr Nikum,170306,Chan Sar,"Chan Sar, Khnar Pou communes (23 villages)",Point,401205.9021260367,1476814.441202689,,,
Feature,7,Kampot,701,Angkor Chey,70108.0,Phnum Kong,7010808.0,Phnum Trael,701,Angkor Chey,70103,Tani,"Tani, Phnom Kong",Point,462848.84031895141,1190911.2235565721,,,
Feature,7,Kampot,701,Angkor Chey,70109.0,Praphnum,7010905.0,Pong Tuek,701,Angkor Chey,70105,Praphnum,"Praphnum, Angkor Chey Commune_15 Villages",Point,461638.84017435217,1198415.2347261331,,,
Feature,17,Siemreap,1711,Soutr Nikom,171102.0,Dam Daek,17110212.0,Dam Daek Phsar,1703,Sotr Nikum,170302,Dam Daek,"Dam Daek, Ta Yaek communes, 13 villages",Point,404798.89584967232,1464483.4400537119,,,
Feature,17,Siemreap,1711,Soutr Nikom,171103.0,Dan Run,17110306.0,Run Khang Cheung,1703,Sotr Nikum,170307,Dan Run,"Dan Run, Khchas, Dam Daek communes (14 villages)",Point,405054.89425891661,1461222.4399625352,,,
Feature,17,Siemreap,1711,Soutr Nikom,171104.0,Kampong Khleang,17110404.0,Phsar Khleang,1703,Sotr Nikum,170309,Kampong Khlaing,Kampong Khleang commune (10 villages),Point,405290.88828484376,1448954.4394794134,,,
Feature,17,Siemreap,1711,Soutr Nikom,171105.0,Kien Sangkae,17110505.0,Chrey Khang Cheung,1703,Sotr Nikum,170308,Kien Sangkae,"3 communes, 16 villages",Point,408589.89508694661,1462965.4382704818,,,
Feature,17,Siemreap,1711,Soutr Nikom,171106.0,Khchas,17110607.0,Khchas,1703,Sotr Nikum,170303,Khchas,"3 communes, 12 villages",Point,401258.89717772882,1467011.4417399496,,,
Feature,17,Siemreap,1711,Soutr Nikom,171108.0,Popel,17110801.0,Prey Lean,1703,Sotr Nikum,170305,Popel,"Popel, Chan Sar, Samraong, Ta Yaek communes, (17 villages)",Point,406712.9002149427,1473689.438747654,,,
Feature,17,Siemreap,1711,Soutr Nikom,171109.0,Samraong,17110901.0,Samraong Cheung,1703,Sotr Nikum,170304,Samraong,"Samraong, Ta Yaek communes, 13 villages",Point,406410.89913981379,1471401.4390278165,,,
Feature,17,Siemreap,1712,Srei Snam,171201.0,Chrouy Neang Nguon,17120107.0,Chrouy Neang Nguon,1701,Kralanh,170106,Sraey Snam,"Chrouy Neang Nguon, Prei, Moung, Tram sasar communes (21 villages)",Point,339466.95001022692,1529625.469557046,,,
Feature,7,Kampot,702,Banteay Meas,70202.0,Banteay Meas Khang,7020203.0,Kansaom Ak,703,Kampong Trach,70312,Banteay Meas,"Banteay Meas Khang Lech, Banteay Meas Khang Keat",Point,460613.83410003327,1177784.2041728767,,,
Feature,20,Svay Rieng,2002,Kampong Rou,200212.0,Tnaot,20021203.0,Bon,2001,Chi Phu,200107,Tnaot,"Tnaot, Chantrea, Chres, Sam Leay",Point,615226.05379369529,1204689.2772902099,,,
Feature,20,Svay Rieng,2003,Rumduol,200303.0,Chak,20030301.0,Chak,2003,Svay Rieng,200321,Chak,"Chak, Sang Kea, Svay Chek communce",Point,589686.00395565724,1234143.3009611033,,,
Feature,20,Svay Rieng,2003,Rumduol,200304.0,Chrung Popel,20030404.0,Krouch,2003,Svay Rieng,200320,Thna Thnung,"Chrung Popel, Than Thnung, Bos Mon communce",Point,589927.99903343362,1244541.3135074433,,,
Feature,20,Svay Rieng,2004,Romeas Haek,200401.0,Ampil,20040107.0,Ampil,2002,Romeas Hek,200205,Ampil,"Ampil, Korki, Tros communce",Point,588128.98602184374,1266935.3373225415,,,
Feature,20,Svay Rieng,2004,Romeas Haek,200404.0,Angk Prasrae,20040403.0,Trapeang Rumdenh,2002,Romeas Hek,200203,Angk PraSrae,"Kampong Ampil,Andong Pou, Angk Prasrae communce",Point,589641.99567637383,1250616.3203425198,,,
Feature,20,Svay Rieng,2004,Romeas Haek,200405.0,Chantrei,20040508.0,Chantrei,2002,Romeas Hek,200210,Chantrei,"Chantrei, Trapang Sdoa, Chhma communce",Point,579033.98512819619,1247631.3119401415,,,
Feature,20,Svay Rieng,2004,Romeas Haek,200406.0,Chrey Thum,20040602.0,Trapeang Phluoh,2002,Romeas Hek,200207,Chrey Thum,"Chrey Thum, Sambat Meanchey communce",Point,578491.97855115193,1261324.3269291217,,,
Feature,20,Svay Rieng,2004,Romeas Haek,200407.0,Doung,20040708.0,Chheu Teal,2002,Romeas Hek,200204,Daung,Doung communce,Point,593920.99895898451,1253480.3257499977,,,
Feature,20,Svay Rieng,2004,Romeas Haek,200408.0,Kampong Trach,20040809.0,Ta Trav,2002,Romeas Hek,200202,Kampong Trach,"Kampong Trach, Andong Pou, Chrey Thum, Ampil communce",Point,586854.98708116007,1262003.3315009056,,,
Feature,20,Svay Rieng,2007,Svay Teab,200710.0,Sangkhoar,20071001.0,Thmei,2003,Svay Rieng,200315,Sangkhoar,"Sangkhoar, Romeang Thnol, Svay Tour communce",Point,590251.009276364,1224960.2897688004,,,
Feature,20,Svay Rieng,2007,Svay Teab,200711.0,Svay Rumpea,20071105.0,Kak,2003,Svay Rieng,200316,Svay Rumpea,"Svay Rumpea, Pong Teak, Koki Som communce",Point,597945.01494066231,1232292.3030367107,,,
Feature,7,Kampot,702,Banteay Meas,70205.0,Samraong Leu,7020504.0,Tram Sasar,701,Angkor Chey,70109,Samraong Leu,"Samraong Leu, Samraong Kraom Commune_ 11 Villages",Point,455660.82867746532,1186561.2187295884,,,
Feature,7,Kampot,702,Banteay Meas,70207.0,Sdach Kong Khang Lech,7020702.0,Rumpeun,703,Kampong Trach,70311,Sdach Kong,"Sdach Kong Khang Lech, Sdach Kong Khang Kaeut, Sdach Kong Khang Tboumg , 13 Villages",Point,449262.81567762041,1174599.2020955789,,,
